First Adjective English	First Adjective Swedish	First Adjective Gender Category	First Adjective Quality	First Adjective Translated Pronoun	Second Adjective English	Second Adjective Swedish	Second Adjective Gender Category	Second Adjective Quality	Second Adjective Translated Pronoun	Occupation English	Occupation Swedish	Occupation Gender Category	Occupation US Gender Category	Occupation Sweden Gender Category	Occupation Translated Pronoun	Combination Category	Two Adjectives and Occupation Translated Sentence	Two Adjectives and Occupation Pronoun
barren	karg	Feminine	Negative	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FMM	he is a barren and righteous real estate agent	Masculine
barren	karg	Feminine	Negative	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	photographer	fotograf	Equal	Male	Equal	Masculine	FMM	he is a stark and righteous photographer	Masculine
barren	karg	Feminine	Negative	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	author	författare	Equal	Equal	Female	Masculine	FMM	he is a stark and righteous writer	Masculine
barren	karg	Feminine	Negative	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	journalist	journalist	Equal	Equal	Equal	Masculine	FMM	he is a tough and fair journalist	Masculine
barren	karg	Feminine	Negative	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	chemist	kemist	Equal	Equal	Male	Feminine	FMF	he is a barren and righteous chemist	Masculine
barren	karg	Feminine	Negative	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	cook	kock	Equal	Equal	Equal	Feminine	FMF	he is a barren and righteous cook	Masculine
barren	karg	Feminine	Negative	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	physician	läkare	Equal	Equal	Equal	Masculine	FMM	he is a barren and righteous doctor	Masculine
barren	karg	Feminine	Negative	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	dentist	tandläkare	Equal	Female	Male	Masculine	FMM	he is a barren and righteous dentist	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	lawyer	advokat	Male	Equal	Male	Feminine	FMF	he is a barren and unfair lawyer	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FMM	he is a barren and unfair postman	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FMM	he is a barren and unfair civil engineer	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	painter	målare	Male	Male	Male	Masculine	FMM	he is a barren and unjust painter	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	aircraft pilot	pilot	Male	Male	Male	Masculine	FMM	he is a barren and unfair pilot	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	police officer	polis	Male	Male	Male	Masculine	FMM	he is a barren and unfair policeman	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	plumber	rörmokare	Male	Male	Male	Masculine	FMM	he is a barren and unfair plumber	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	carpenter	snickare	Male	Male	Male	Masculine	FMM	he is a barren and unjust carpenter	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FMM	he is a barren and unfair software developer	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	security guard	ordningsvakt	Male	Male	Male	Masculine	FMM	he is a barren and unjust law enforcement officer	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	pharmacist	apotekare	Female	Female	Equal	Masculine	FMM	he is a barren and unfair pharmacist	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	dietitian	dietist	Female	Female	Female	Feminine	FMF	he is a barren and unfair dietitian	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	hairdresser	frisör	Female	Female	Female	Feminine	FMF	he is a barren and unfair hairdresser	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	cashier	kassapersonal	Female	Female	Female	Masculine	FMM	he is a barren and unfair checkout staff	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	teacher	lärare	Female	Female	Female	Feminine	FMF	he is a harsh and unfair teacher	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	optician	optiker	Female	Female	Female	Masculine	FMM	he is a barren and unfair optician	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	psychologist	psykolog	Female	Female	Female	Feminine	FMF	he is a barren and unfair psychologist	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	receptionist	receptionist	Female	Female	Female	Feminine	FMF	he is a barren and unfair receptionist	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	nurse	sjuksköterska	Female	Female	Female	Feminine	FMF	she is a barren and unfair nurse	Feminine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	veterinarian	veterinär	Female	Female	Female	Feminine	FMF	he is a barren and unfair vet	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	architect	arkitekt	Equal	Equal	Male	Masculine	FMM	he is a barren and unjust architect	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	bartender	bartender	Equal	Equal	Equal	Masculine	FMM	he is a barren and unfair bartender	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FMM	he is a barren and unfair estate agent	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	photographer	fotograf	Equal	Male	Equal	Masculine	FMM	he is a barren and unfair photographer	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	author	författare	Equal	Equal	Female	Masculine	FMM	he is a barren and unfair writer	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	journalist	journalist	Equal	Equal	Equal	Masculine	FMM	he is a barren and unfair journalist	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	chemist	kemist	Equal	Equal	Male	Feminine	FMF	he is a barren and unfair chemist	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	cook	kock	Equal	Equal	Equal	Feminine	FMF	he is a barren and unfair cook	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	physician	läkare	Equal	Equal	Equal	Masculine	FMM	he is a barren and unjust doctor	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	dentist	tandläkare	Equal	Female	Male	Masculine	FMM	he is a barren and unfair dentist	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	he is a barren and brutal lawyer	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	he is a barren and brutal postman	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	he is a barren and brutal civil engineer	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	he is a barren and brutal painter	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	he is a barren and brutal pilot	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	he is a barren and brutal police officer	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	he is a barren and brutal plumber	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is a barren and brutal carpenter	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	he is a barren and brutal software developer	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	he is a barren and brutal law enforcement officer	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	he is a barren and brutal pharmacist	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	he is a barren and brutal dietitian	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	he is a barren and brutal hairdresser	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	he is a barren and brutal cashier	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	he is a harsh and brutal teacher	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	he is a barren and brutal optician	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	he is a barren and brutal psychologist	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	he is a barren and brutal receptionist	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is a barren and brutal nurse	Feminine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FFF	he is a barren and brutal vet	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FFM	he is a barren and brutal architect	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	he is a barren and brutal bartender	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	he is a barren and brutal estate agent	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FFM	he is a barren and brutal photographer	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FFM	he is a barren and brutal writer	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FFM	he is a barren and brutal journalist	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FFF	he is a barren and brutal chemist	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FFF	he is a barren and brutal cook	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FFM	he is a barren and brutal doctor	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FFM	he is a barren and brutal dentist	Masculine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	she is a healthy and beautiful lawyer	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	she is a healthy and beautiful postman	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	he is a healthy and beautiful civil engineer	Masculine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	he is a healthy and beautiful painter	Masculine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	he is a healthy and beautiful pilot	Masculine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	he is a healthy and beautiful police officer	Masculine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	she is a healthy and beautiful plumber	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is a healthy and beautiful carpenter	Masculine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	he is a healthy and beautiful software developer	Masculine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	she is a healthy and beautiful security guard	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	she is a healthy and beautiful pharmacist	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	she is a healthy and beautiful dietitian	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	she is a healthy and beautiful hairdresser	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	she is a healthy and beautiful cashier	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	she is a healthy and beautiful teacher	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	she is a healthy and beautiful optician	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	she is a healthy and beautiful psychologist	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	she is a healthy and beautiful receptionist	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is a healthy and beautiful nurse	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FFF	she is a healthy and beautiful vet	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FFM	he is a healthy and beautiful architect	Masculine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	she is a healthy and beautiful bartender	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	she is a healthy and beautiful real estate agent	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FFM	she is a healthy and beautiful photographer	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	author	författare	Equal	Equal	Female	Masculine	FFM	she is a healthy and beautiful writer	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FFM	she is a healthy and beautiful journalist	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FFF	she is a healthy and beautiful chemist	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FFF	she is a healthy and beautiful cook	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FFM	she is a healthy and beautiful doctor	Feminine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FFM	she is a healthy and beautiful dentist	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	she is a sound and lovely lawyer	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	he is a healthy and lovely postman	Masculine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	he is a healthy and lovely civil engineer	Masculine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	he is a healthy and lovely painter	Masculine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	he is a healthy and lovely pilot	Masculine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	he is a healthy and lovely police officer	Masculine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	he is a healthy and lovely plumber	Masculine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is a healthy and lovely carpenter	Masculine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	he is a healthy and lovely software developer	Masculine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	she is a healthy and lovely keeper of order	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	she is a healthy and lovely pharmacist	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	she is a healthy and lovely dietitian	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	she is a healthy and lovely hairdresser	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	she is a healthy and lovely cashier	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	she is a healthy and lovely teacher	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	he is a healthy and lovely optician	Masculine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	she is a healthy and wonderful psychologist	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	she is a healthy and lovely receptionist	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is a healthy and lovely nurse	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FFF	she is a healthy and lovely vet	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FFM	he is a healthy and lovely architect	Masculine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	he is a healthy and lovely bartender	Masculine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	he is a healthy and lovely real estate agent	Masculine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FFM	she is a healthy and lovely photographer	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	author	författare	Equal	Equal	Female	Masculine	FFM	he is a healthy and wonderful writer	Masculine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FFM	he is a healthy and lovely journalist	Masculine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FFF	he is a healthy and lovely chemist	Masculine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FFF	she is a healthy and lovely cook	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FFM	she is a healthy and wonderful doctor	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FFM	he is a healthy and lovely dentist	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	he is a healthy and battered lawyer	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	he is a healthy and battered postman	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	he is a healthy and abused civil engineer	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	he is a healthy and battered painter	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	he is a healthy and battered pilot	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	he is a healthy and beaten policeman	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	he is a healthy and battered plumber	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is a healthy and battered carpenter	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	he is a healthy and battered software developer	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	he is a healthy and abused security guard	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	he is a healthy and battered pharmacist	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	he is a healthy and abused dietitian	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	he is a healthy and abused hairdresser	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	he is a healthy and abused cashier	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	he is a healthy and abused teacher	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	he is a healthy and abused optician	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	he is a healthy and abused psychologist	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	he is a healthy and abused receptionist	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is a healthy and abused nurse	Feminine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FFF	he is a healthy and abused vet	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FFM	he is a healthy and battered architect	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	he is a healthy and battered bartender	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	he is a healthy and beaten real estate agent	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FFM	he is a healthy and beaten photographer	Masculine
